,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD
549,27519,opisProjektuEfekt,"<p align=""justify"">Uzyskane wyniki będą publikowane w renomowanych czasopismach naukowych oraz prezentowane na konferencjach naukowych krajowych i zagranicznych. Opracowana zostanie i opublikowana w czasopismach ogrodniczych (Hasło Ogrodnicze, OWK) odpowiednia instrukcja. Nie przewiduje się problem&oacute;w z zastosowaniem opracowanych zalecań w produkcji ogrodniczej. Jeśli ogrodnik uprawia rośliny w podłożu z wełny mineralnej, wystarczy zamiast np. 10 mat z wełną postawić skrzynki z pociętą słomą rzepakową lub pszenżyta i po 2. latach uprawy przekona się sam, kt&oacute;re podłoże jest lepsze. Tak było z podłożem z piasku.</p>",08/01/30,29,Ocena przydatności słomy rzepakowej i pszenżyta jako podłoży do uprawy pomidora w szklarni,"pomidor szklarniowy; podłoża: słoma rzepakowa, słoma pszenżyta, wełna mineralna; nawożenie",200
550,27574,opisProjektuEfekt,"<p style=""text-align: justify; text-indent: 35.4pt;"" class=""MsoNormal"">Efektem projektu będą dwa artykuły w czasopismach, oraz dwa doniesienia konferencyjne. Artykuły te zostaną włączone do mojej rozprawy habilitacyjnej. Metody dopracowane w toku projektu oraz zakupiony sprzęt będą wykorzystywane w dalszych badaniach ekofizjologii jodły i cisa.</p>",08/01/31,29,Aklimatyzacja liści młodocianych drzewek cisa pospolitego Taxus baccata L. i jodły pospolitej Abies alba Mill. do zmian poziomu światła - czy zmienia się rozmieszczenie komponentów fotosyntetycznych w mezofilu ?,"aklimatyzacja do światła, mezofil, fotosynteza, Taxus baccata, Abies alba",173
551,27592,opisProjektuEfekt,"<br /><font size=""3"">W</font><span style=""font-family: Times New Roman;""><font size=""3""> ramach upowszechniania wynik&oacute;w plan</font></span><span style=""font-size: 12pt; font-family: Times New Roman;"">owany jest udział w czterech lub pięciu konferencjach krajowych (konferencje PTE i PTax oraz Sekcji Paleoentomologicznej PTE) i udział w jednej konferencji międzynarodowej (konferencja paleoentomologiczna). <br />Wygłaszane referaty obejmować będą prezentację uzyskanych wstępnych (np. na poziomie rodzajowym, dane nowe niepublikowane wcześniej jak np. nowe taksony czy redeskrybcje dotyczące nieopisanych dotąd płci) jak i zakończonych na danym etapie<span style=""""> </span>wynik&oacute;w badań. </span><span style=""font-size: 12pt; font-family: &quot;Times New Roman&quot;;""><br style=""font-family: Times New Roman;"" /><span style=""font-family: Times New Roman;"">W ramach dalszego upowszechniania wynik&oacute;w planuje się wydanie 2-3 publikacji w czasopismach impact-faktorowych. </span><br style=""font-family: Times New Roman;"" /><span style=""font-family: Times New Roman;"">Finalnym podsumowaniem wszystkich opracowanych danych będzie publikacja w postaci monografii Heleomyzidae bursztynu bałtyckiego obejmująca wszystkie opracowane taksony z uwzględnieniem analizy pokrewieństw takson&oacute;w rangi rodzajowej, zar&oacute;wno kopalnych jak i wsp&oacute;łcześnie wyr&oacute;żnianych w ujęciu światowym.  </span><o:p></o:p></span>",08/01/31,29,Rewizja taksonomiczna gatunków muchówek z rodziny błotniszkowatych (Diptera: Heleomyzidae) bursztynu bałtyckiego,"Paleoentomologia, taksonomia, Diptera, Heleomyzidae, bursztyn bałtycki, Ecoen",173
552,27632,opisProjektuEfekt,"<div style=""text-align: justify;""><font size=""4""><span style=""font-family: times new roman;"">Wymiernym efektem niniejszego projektu badawczego będzie opracowanie analizy wpływu transformacji ustrojowej w Polsce na rozw&oacute;j imprez kulturalno-rozrywkowych na terenie Łodzi. Zidentyfikowane zostaną i scharakteryzowane gł&oacute;wne czynniki wewnętrzne i zewnętrzne sprzyjające oraz utrudniające rozw&oacute;j badanej funkcji. Określone zostaną strategiczne drogi rozwoju opisywanego zjawiska w najbliższych latach. Określony zostanie także wpływ, kt&oacute;ry imprezy kulturalno-rozrywkowe mają na turystykę na terenie miasta. Przeprowadzona zostanie także typologia imprez kulturalno-rozrywkowych.</span></font><br style=""font-family: times new roman;"" /><font size=""4""><span style=""font-family: times new roman;"">&nbsp;&nbsp; Wyniki analizy zostaną przedstawione w formie&nbsp; publikacji i wystąpień konferencyjnych opisujących gł&oacute;wne imprezy kulturalno-ozrywkowe w mieście oraz ich rolę dla rozwoju, restrukturyzacji i zmiany wizerunku Łodzi. Publikacje będzą weryfikowały przyjętą na początku badań&nbsp; hipotezę naukową. Będzą obejmowały analizę&nbsp; genezy, struktury imprez kulturalno - rozrywkowych w Łodzi oraz wpływu transformacji ustrojowej na ich rozw&oacute;j. Przedstawią one syntetyczne wnioski w formie tabelarycznej, graficznej oraz w postaci końcowej analizy SWOT i wyznaczonych na jej podstawie strategicznych dr&oacute;g rozwoju.&nbsp; <br />&nbsp;&nbsp; Planowane jest przeprowadzenie czterech wyjazd&oacute;w konferencyjnych, w tym jednego zagranicznego. Planowana jest także publikacja trzech artykuł&oacute;w w czasopismach naukowych. Ważnym osiągnięciem metodologicznym będzie także wykorzystanie do analizy opisywanych zagadnień metody eksperckiego badania DELPHI. Metoda tego rodzaju nie była do tej pory stosowana do badań geograficznych nad funkcją kulturalno &ndash; rozrywkową polskich miast. <br />&nbsp;&nbsp;&nbsp; Wyniki badań prowadzonych na potrzeby niniejszego projektu badawczego będą także wykorzystane w przygotowywanej przez autora rozprawie habilitacyjnej dotyczącej roli funkcji - kulturalno rozrywkowej w restrukturyzacji </span></font><font size=""4""><span style=""font-family: times new roman;"">polskich </span></font><font size=""4""><span style=""font-family: times new roman;"">miast. Praca ta jest obecnie w fazie przygotowań i będzie realizowana na Wydziale Nauk Geograficznych Uniwersytetu Ł&oacute;dzkiego. <br style=""font-family: times new roman;"" /></span></font></div>",08/01/29,29,Wpływ transformacji ustrojowej na rozwój imprez kulturalno-rozrywkowych w Łodzi,"transformacja ustrojowa, imprezy kulturalno-rozrywkowe, Łódź, kultura, rozrywka, miasto  ",173
553,27652,opisProjektuEfekt,"<font size=""3""> 	Wyniki uzyskane podczas pracy nad projektem zostaną upowszechnione w postaci artykuł&oacute;w w czasopismach bioinformatycznych oraz na tematycznych konferencjach międzynarodowych i krajowych, a także w postaci rozprawy doktorskiej. Implementacje opracowanych algorytm&oacute;w zostaną udostępnione publicznie w postaci program&oacute;w wraz z kodem źr&oacute;dłowym na warunkach jednej z otwartych licencji, zapewniających darmowy dostęp (np. GNU GPL).</font> <font size=""3"">Wyniki eksperyment&oacute;w (przewidziane interakcje i moduły) zostaną udostępnione w postaci suplement&oacute;w do publikacji (w Internecie).</font>",08/01/25,29,Ewolucja sieci interakcji białko-białko,"sieci interakcji białko-białko, porównywanie sieci biologicznych, identyfikacja modułów funkcjonalnych, grafy losowe",200
554,27714,opisProjektuEfekt,"<p style=""margin: 0cm 0cm 0pt; line-height: 150%;"" class=""MsoBodyText""><span style=""font-size: 10pt; line-height: 150%;""><font size=""2""><span style=""font-family: Arial;"">E</span></font><font size=""2"" style=""font-family: Arial;"">fektem podjętych badań będzie rozprawa doktorska pt. &bdquo;Ekologiczne i behawioralne konsekwencje synurbizacji krzyż&oacute;wki Anas platyrhynchos w okresie pozalęgowym&rdquo;. Planowany termin obrony &ndash; lipiec 2010r. <o:p></o:p></font></span></p>
<p style=""margin: 0cm 0cm 0pt; line-height: 150%; font-family: Arial;"" class=""MsoBodyText""><font size=""2""><span style=""font-size: 10pt; line-height: 150%;""><span style="""">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Wstępne wyniki prac przedstawione zostaną w kwietniu 2008 r na Ogolnopolskiej Konferencji &bdquo;Fauna miast&rdquo; w Bydgoszczy. W roku 2009 planuje się wystąpienie na konferencji międzynarodowej.<o:p></o:p></span></font></p>
<p style=""margin: 0cm 0cm 0pt; line-height: 150%;"" class=""MsoBodyText""><span style=""font-size: 10pt; line-height: 150%;""><font size=""2"" style=""font-family: Arial;"">W trakcie pisania rozprawy doktorskiej planowane jest przygotowanie 2 publikacji dotyczących budżetu czasowego, intensywności tok&oacute;w i poziomu agresji oraz zr&oacute;żnicowania diety w obu populacjach. Pod uwagę brane są czasopisma z tzw. &bdquo;listy filadelfijskiej&rdquo; &ndash; Waterbirds i European Journal of Wildllife Research.</font><span style=""font-family: Arial;""><font size=""2"">&nbsp;</font> </span><o:p></o:p></span></p>",08/01/30,29,Ekologiczne i behawioralne konsekwencje synurbizacji krzyżówki Anas platyrhynchos w okresie pozalęgowym,"ekologia żerowania, budżet czasowy, skład pokarmu, zmienność zachowań, środowiako miejskie ",173
555,27767,opisProjektuEfekt,"<p style=""font-family: Times New Roman;""><font size=""4"">Wyniki uzyskane w trakcie realizacji tego projektu zostaną opublikowane w uznanych, recenzowanych czasopismach z &bdquo;Listy Filadelfijskiej&rdquo;. Ponadto, będą prezentowane na międzynarodowych zjazdach. Wejdą one także w skład planowanej rozprawy habilitacyjnej autorki projektu. Część uzyskanych wynik&oacute;w będzie wykorzystana w pracach licencjackich i magisterskich student&oacute;w, kt&oacute;rymi opiekuje się autorka projektu (rocznie pracują ze mną 3-4 osoby - trzeci rok studi&oacute;w licencjackich oraz pierwszy i drugi rok studi&oacute;w magisterskich).</font></p>",08/01/30,29,Udział receptora TLR4 w różnicowaniu mysich naturalnych regulatorowych limfocytów T CD4+CD25+Foxp3+,naturalne regulatorowe limfocyty T; CD4+CD25+Foxp3+; nTreg; grasica; TLR4; LPS; mysz,173
556,27840,opisProjektuEfekt,"<font size=""3"" style=""font-family: arial;""><font size=""4"">&nbsp;&nbsp;&nbsp; Zasadniczą formą przekazu i upowszechniania wynik&oacute;w badań będzie rozprawa habilitacyjna, kt&oacute;rej złożenie do druku planowane jest w 2009 r. Ponadto wnioskodawca przygotuje min. 2 publikacje naukowe w języku angielskim.</font></font>",08/01/29,29,Przedwarciańskie (interstadialne) pojezierze na Wyżynie Woźnicko-Wieluńskiej w  świetle badań geostatystycznych  powierzchni podczwartorzędowej i badań geologicznych osadów plejstoceńskich,"paleogeomorfologia, rzeźba podczwartorzędowa, Wyżyna Wieluńska, Wyżyna Częstochowska",173
557,27900,opisProjektuEfekt,"Wymiernym, udokumentowanym efektem podjętego problemu będą publikacje naukowe oraz doniesienia na konferencjach krajowych.",08/01/21,29,Występowanie i struktura integronów zawierających geny oporności u pałeczek Enterobacteriaceae pochodzących ze ścieków miejskich,"integrony, horyzontalny transfer genów, kasety genowe, oporność na antybiotyki, Enterobacteriaceae, ścieki, oczyszczalnia ścieków",200
558,27910,opisProjektuEfekt,"<ul>
    <li>W ramach projektu zostaną opracowane metody screeningowe do oceny możliwości biotransformacji i biodegradacji frakcji organicznej zł&oacute;ż, kt&oacute;re znajdą praktyczne zastosowanie w szacowaniu długoterminowego ryzyka środowiskowego związanego ze zbiornikami niekt&oacute;rych odpad&oacute;w mineralnych. </li>
    <li>Zostanie dokonana ocena możliwości stworzenia nowej biotechnologii związanej z wykorzystaniem frakcji organicznej zł&oacute;ż metali, dotychczas praktycznie nie zagospodarowanej. </li>
    <li>Wyniki uzyskane w ramach niniejszego projektu będą wykorzystane jako&nbsp;jeden z gł&oacute;wnych element&oacute;w rozprawy&nbsp;habilitacyjnej kierownika projektu.&nbsp; </li>
    <li>Najważniejsze wyniki zostaną opublikowane w prestiżowych czasopismach &nbsp;z listy filadelfijskiej. </li>
    <li>Pierwsza część wynik&oacute;w zostanie&nbsp;zaprezentowana na konferencji międzynarodowej International Biohydrometallurgy Symposium pod koniec&nbsp;2009 roku. Druga część wynik&oacute;w będzie przedstawiona po zakończeniu projektu&nbsp;w 2011 roku. </li>
    <li>Zadania przedstawione w projekcje będą częściowo wchodziły w zakres dw&oacute;ch prac magisterskich realizowanych w Pracowni Analizy Skażeń Środowiska. </li>
    <li>Planuje się zakup aparatury uzupełniającej, tzn. termomixera, kt&oacute;ry będzie stanowił wyposażenie Pracowni Analizy Skażeń Środowiska. </li>
</ul>",08/01/30,29,Procesy biotransformacji związków metaloporfirynowych przez mikroorganizmy zasiedlające miedzionośne łupki bitumiczne Monokliny Przedsudeckiej,"biotransformacja, biodegradacja, metaloporfiryny, łupki bitumiczne, Pseudomonas, Acinetobacter, Rhodotorula",200
559,27931,opisProjektuEfekt,Udokumentowanym efektem będą co najmniej dwie publikacje w czasopismach o zasięgu międzynarodowym. Sam projekt jest istotnym elementem przyszłej pracy doktorskiej.,08/01/23,29,Krótkotrwałe osłabienie synaptyczne - rozwiązania analityczne w granicy natychmiastowego pobudzenia,short-term synaptic depression,173
560,28025,opisProjektuEfekt,"<div style=""text-align: justify;"">Efektem realizacji przedstawionego projektu będzie opisanie r&oacute;żnic w składzie płaszcza przetrwalnik&oacute;w  pomiędzy szczepem dzikim a mutantem pozbawionym fosfatazy PrpE. Uzyskane wyniki analizy płaszcza w połączeniu z danymi uzyskanymi dzięki mutagenezie transpozonowej umożliwią identyfikację składnik&oacute;w nieznanego w chwili obecnej systemu regulacji przez odwracalną fosforylację białek gen&oacute;w&nbsp; uczestniczących w p&oacute;źnych etapach formowania endospor przez <span style=""font-style: italic;"">B. subtilis. <span style=""font-style: italic;""></span></span><span style=""""></span><br /><span style=""""></span></div>
<p style=""text-align: justify;"" class=""MsoNormal""><span style="""">Wyniki badań zostaną opublikowane w recenzowanych czasopismach naukowych oraz prezentowane będą na konferencjach krajowych i zagranicznych. Dane zebrane podczas realizacji przedstawionego projektu będą r&oacute;wnież postawą pracy doktorskiej mgr Joanny Karczewskiej, kt&oacute;rej promotorem będzie dr hab. M. Obuchowski. <o:p></o:p></span></p>",08/01/23,29,Skład płaszcza przetrwalników w mutancie PrpE B. subtilis,"Bacillus subtilis, fosfatazy białkowe, przetrwalniki, regulacja ekspresji genów",173
561,28084,opisProjektuEfekt,"<p class=""MsoListParagraph"" style=""MARGIN: 12pt 0cm 10pt; TEXT-INDENT: 18pt; TEXT-ALIGN: justify; mso-add-space: auto""><span style=""FONT-SIZE: 12pt; LINE-HEIGHT: 115%; FONT-FAMILY: &quot;Times New Roman&quot;,&quot;serif&quot;"">Wyniki uzyskane w badaniach przeprowadzonych w ramach przedstawianego projektu będą stanowiły podstawę rozprawy doktorskiej lek. wet Marty Mendel (obrona rozprawy przewidziana w grudniu 2009). Ponadto otrzymane w doświadczeniach wyniki będą prezentowane na 11<sup>th</sup> International Congress of the European Association for Veterinary Pharmacolgy and Toxicology (wrzesień 2009, Lipsk, Niemcy) i na IX Krajowym Zjeździe PTToks (wrzesień 2009, Szczyrk) oraz zostaną opublikowane w recenzowanych czasopismach naukowych.<o:p></o:p></span></p>",08/01/29,29,Wpływ wybranych substancji czynnych pochodzących z roślin rodzaju Hedera na aktywność motoryczną mięśniówki izolowanych wycinków przewodu pokarmowego szczura,"Hedera helix, alpha-hederyna, hederakozyd C, aktywność motoryczna, izolowane wycinki przewodu pokarmowego szczura",173
562,28193,opisProjektuEfekt,"<meta content=""text/html; charset=utf-8"" http-equiv=""CONTENT-TYPE"" />
<title></title>
<meta content=""OpenOffice.org 2.3  (Unix)"" name=""GENERATOR"" /> 	 	 	<style type=""text/css"">
	<!--
		@page { size: 8.5in 11in; margin: 0.79in }
		P { margin-bottom: 0.08in }
	-->
	</style>
<p align=""justify"" style=""margin-left: 0.25in; margin-bottom: 0in;""><font face=""Arial, sans-serif""><font size=""2""><span lang=""pl-PL"">Przewidujemy, że wymiernym i udokumentowanym efektem tego projektu badawczego będą publikacje naukowe w periodykach o zasięgu międzynarodowym oraz prezentacje na krajowych i zagranicznych konferencjach naukowych. </span></font></font> </p>",08/01/29,29,Molekularne mechanizmy determinujące specyficzność enzymów zależnych od 2-oksoglutaranu,"żelazowe enzymy niehemowe, oksygenazy, demetylazy histonów, halogenazy, symulacje komputerowe metodami chemii kwantowej (DFT) i dynamiki molekularnej, mechanizmy reakcji",173
563,28236,opisProjektuEfekt,"<p align=""justify"">Uzyskane pozytywne wyniki projektu badawczego przedstawione zostaną w formie publikacji naukowych o zasięgu międzynarodowym, oraz prezentowane na konferencjach naukowych krajowych i zagranicznych, a także stanowić będą część eksperymentalną pracy habilitacyjnej. <br />Ponadto posłużą jako wzorzec do nowej metody leczniczej (przyspieszanie wgajania przeszczep&oacute;w allogennych) w realloplastykach biodra i kolana. <br />Opracowane przyżyciowe metody oceny wgajania przeszczep&oacute;w allogennych służyć będą r&oacute;wnież do oceny wgajania przeszczep&oacute;w allogennych u ludzi. <br /></p>",08/01/29,29,Ożywianie allogennych przeszczepów kostnych poprzez nasączanie ich autogennymi komórkami podścieliska szpikowego z hodowli in vitro,"allogenne przeszczepy kostne, hodowle komórkowe podścielika szpikowego",173
564,28258,opisProjektuEfekt,"<p><font size=""3"">1. Uzyskane wyniki zostaną opublikowane w czasopismach naukowych. </font></p>
<p><font size=""3"">2. Wyniki cząstkowe badań prezentowane będą na konferencjach naukowych.</font></p>
<p><font size=""3"">3. W badaniach będą uczestniczyć studenci Wydziału Biologii. Uzyskane przez nich wyniki zostaną wykorzystane w ich pracach magisterskich. Pracujący z nami studencji byli dotychczas wsp&oacute;łautorami publikowanych prac badawczych finansowanych przez granty KBN lub inne. Przewidywany jest udział 2-3 student&oacute;w rocznie.</font></p>
<p><font size=""3"">4. Przewidziany jest udział 1 osoby na studiach doktoranckich. Część uzyskanych wynik&oacute;w badań prowadzonych w ramach niniejszego grantu będzie stanowiła materiał do rozprawy doktorskiej.</font></p>",08/01/30,29,Zmiany w rozwoju i funkcji naturalnych regulatorowych limfocytów T CD4+CD25+ w przebiegu starzenia,"grasica, naturalne regulatorowe limfocyty T, starzenie układu odpornościowego, limfocyty regulatorowe CD25+CD4+FOXP3+",173
565,28276,opisProjektuEfekt,"<p>&nbsp; </p>
<div>Wyniki badań planuje się publikować w czasopismach międzynarodowych i krajowych o zasięgu międzynarodowym oraz w postaci doniesień na konferencjach. Projektowany aparat zostanie zgłoszony do ochrony patentowej. Opracowaną technologię planuję się zastosować do rekultywacji gleby&nbsp;w realnych przypadkach np. gleby w okolicach mogilnik&oacute;w. Zostanie zbadane działanie opracowanego markera biologicznego.</div>",08/01/28,29,Rekultywacja gleby skażonej pestycydami w fazie fluidalnej za pomocą ozonu.,"rekultywacja, ozonoliza, markery skażenia",173
566,28284,opisProjektuEfekt,Wyniki przeprowadzonych badań upowszechniane będą w postaci publikacji naukowych oraz referat&oacute;w na konferencjach krajowych i zagranicznych.,08/01/29,29,Zastosowanie metod analizy przyżyciowej do wykrywania symptomów śmierci apoptotycznej w komórkach zarodków świni uzyskiwanych technikami klonowania somatycznego,"klonowanie somatyczne, zarodek, świnia, hodowla in vitro, apoptoza",173
567,28358,opisProjektuEfekt,"<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt 21.25pt; TEXT-INDENT: 35.45pt; TEXT-ALIGN: justify; tab-stops: list 63.0pt""><font face=""Times New Roman"" size=""3"">Wymiernym efektem realizacji przedkładanego projektu będzie szczeg&oacute;łowa charakterystyka zgrupowań chrząszczy wodnych w mikrosiedliskch torfowiska Krępskie Bagno, <span style=""mso-spacerun: yes"">&nbsp;</span>w postaci:</font></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt 63pt; TEXT-INDENT: -18pt; TEXT-ALIGN: justify; tab-stops: list 63.0pt; mso-list: l0 level5 lfo1""><font face=""Times New Roman""><span style=""mso-list: Ignore""><font size=""3"">a.</font><span style=""FONT: 7pt &quot;Times New Roman&quot;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span><font size=""3"">publikacji w uznanych czasopismach naukowych</font></font></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt 63pt; TEXT-INDENT: -18pt; TEXT-ALIGN: justify; tab-stops: list 63.0pt; mso-list: l0 level5 lfo1""><font face=""Times New Roman""><span style=""mso-list: Ignore""><font size=""3"">b.</font><span style=""FONT: 7pt &quot;Times New Roman&quot;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span><font size=""3"">prezentacji na międzynarodowych sympozjach i konferencjach naukowych</font></font></p>",08/01/31,29,Rozmieszczenie i dyspersja chrząszczy wodnych (Coleoptera) w mikrosiedliskach torfowiska niskiego,"mikrohabitat, chrząszcze wodne, dyspersja",173
568,28408,opisProjektuEfekt,"<div style=""text-align: justify;""><span style=""font-size: 12pt; font-family: &quot;Times New Roman&quot;;""></span>
<p style=""text-align: justify; text-indent: 35.4pt;"" class=""MsoNormal"">Wymiernym, udokumentowanym efektem realizacji projektu &quot;Regionalne zr&oacute;żnicowanie wykorzystania funduszy strukturalnych w krajach Europy Środkowo-Wschodniej&quot; będzie napisanie oraz obrona rozprawy doktorskiej pod tym samym tytułem. Ponadto planowane jest przedstawienie wybranych wynik&oacute;w badań w formie referat&oacute;w na konferencjach naukowych, ze szczeg&oacute;lnym uwzględnieniem konferencji organizowanych przez Regional Studies Association, oraz artykuł&oacute;w w czasopismach naukowych.</p>
</div>",08/01/29,29,Regionalne zróżnicowanie wykorzystania funduszy strukturalnych w krajach Europy Środkowo-Wschodniej,"polityka regionalna, rozwój regionalny, fundusze strukturalne Unii Europejskiej",173
569,28416,opisProjektuEfekt,"Rezultatem badań będą publikacje naukowe przygotowane do druku w międzynarodowych czasopismach impaktowych, kt&oacute;rych tematem będą cząstkowe wyniki badań, gł&oacute;wnie: <br />- studium taksonomiczno-chorologiczne występujących w G&oacute;rach Fańskich takson&oacute;w sekcji <em>Stipa</em>, zawierające klucz do oznaczania poszczeg&oacute;lnych takson&oacute;w, ich opisy z uwzględnieniem zmienności cech diagnostycznych oraz opracowanie porządkujące niesp&oacute;jną i skomplikowaną nomenklaturę (możliwe będzie r&oacute;wnież przedstawienie stanowiska dotyczącego trzech opisywanych stamtąd takson&oacute;w endemicznych); <br />- problemy rozmieszczenia i warunk&oacute;w siedliskowych gatunk&oacute;w występujących w G&oacute;rach Fańskich w tym także nowych dla flory tego masywu (i państwa Tadżykistan). <br />Wyniki prowadzonych badań przedstawione r&oacute;wnież będą w formie poster&oacute;w i referat&oacute;w na konferencjach: międzynarodowej i/lub krajowej <br />",08/01/31,29,Studium taksonomiczno-chorologiczne gatunków rodzaju Stipa L. sekcja Stipa w Górach Fańskich (zachodni Pamiro-Ałaj),"Stipa L. sekcja Stipa, relacje taksonomiczne, różnorodność gatunkowa, rozmieszczenie (zasięgi) pionowe i poziome, spektrum siedliskowe",173
570,28456,opisProjektuEfekt,"<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-INDENT: 36pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><span style=""FONT-SIZE: 11pt; LINE-HEIGHT: 150%; FONT-FAMILY: Arial"">Cząstkowe wyniki prac prezentowane będą regularnie na konferencjach krajowych oraz zagranicznych. Natomiast wymiernym efektem prac będzie Cyfrowa Baza Danych o szlakach turystycznych Dolnego Śląska zawierająca informacje o ich walorach krajobrazowych, przyrodniczych, kulturowych, dostępności komunikacyjnej, infrastrukturze oraz stanie aktualnym. Informacje zawarte w bazie danych mogą posłużyć do opracowania mapy waloryzacji turystycznej szlak&oacute;w Dolnego Śląska, planowaniu modyfikacji istniejących i projektowania nowych szlak&oacute;w turystycznych. <o:p></o:p></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-INDENT: 36pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><span style=""FONT-SIZE: 11pt; LINE-HEIGHT: 150%; FONT-FAMILY: Arial"">Innym, jakże ważnym efektem końcowym podjętego problemu będzie metoda oceny wartości turystycznej szlaku pieszego za pomocą kt&oacute;rej będzie możliwa ich ewaluacja niezależnie od typu krajobrazu w w aspekcie fizjonomicznym. <o:p></o:p></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-INDENT: 36pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><span style=""FONT-SIZE: 11pt; LINE-HEIGHT: 150%; FONT-FAMILY: Arial"">Końcowym efektem podjętego problemu będzie rozprawa doktorska, kt&oacute;ra zostanie opublikowana po zakończeniu badań.<o:p></o:p></span></p>",08/01/22,29,Ocena atrakcyjności turystycznej szlaków pieszych na przykładzie Dolnego Śląska,"szlak turystyczny, ocena atrakcyjności turystycznej, walory krajobrazowe, walory turystyczne, Dolny Śląsk",173
571,28474,opisProjektuEfekt,"Realizacja projektu umożliwi naszej grupie badawczej rozwinięcie badań w zakresie farmakogenomiki i prowadzenie badań ściśle powiązanych z praktyką. Określenie korelacji wariant&oacute;w gen&oacute;w TPMT, XDH, HPRT z reakcją na leki immunosupresyjne, takie jak azatiopryna lub 6-merkaptopuryna, w populacji polskiej ma duże znaczenie poznawcze. Badanie molekularne gen&oacute;w TPMT, XDH, HPRT pozwoli na scharakteryzowanie tych gen&oacute;w w naszej populacji. Skorelowanie wynik&oacute;w badań molekularnych z reakcją pacjent&oacute;w umożliwi w przyszłości wyciągnięcie wniosk&oacute;w, pozwalających na optymalne stosowanie lek&oacute;w immunosupresyjnych w nieswoistych zapaleniach jelit, projekt przyczyni się do indywidualizacji leczenia, kt&oacute;remu poświęca się obecnie wiele uwagi. Badania pozwolą też na określenie genetycznego podłoża reakcji na leki immunosupresyjne w populacji polskiej. Wyniki badań pozwolą na opracowanie schematu diagnostyki kwalifikującej do stosowania leczenia tiopurynami. Znajdzie on aplikacje w leczeniu w przypadkach nieswoistego zapalenia jelit i innych chor&oacute;b, gdzie leczenie lekami tiopurynowymi jest stosowane. Wykorzystanie wynik&oacute;w tych badań będzie r&oacute;wnież możliwe w leczeniu przeciwciałami, gdzie dla obniżenia rekcji immunologicznej na stosowane przeciwciała można będzie wstępnie ocenić efekty stosowania lek&oacute;w merkaptopurynowych.<br />&nbsp;&nbsp; &nbsp;Planuje się uzyskane wyniki upowszechnić w 3 pracach oryginalnych, a także w formie wykład&oacute;w na zjazdach naukowych. W ramach projektu planuje się wykonanie 2 prac magisterskich.",08/01/30,29,Czynniki genetyczne zaangażowane w reakcję na leki tiopurynowe u chorych z nieswoistymi zapaleniami jelit,"IBD, leki tiopurywe, polimorfizm",200
572,28478,opisProjektuEfekt,Uzyskane wyniki badań będą wykorzystane do przygotowania rozprawy doktorskiej oraz sporządzania publikacji naukowych.,08/01/29,29,Zastosowanie pyłu wielkopiecowego w elektrycznym piecu łukowym jako składnika mieszanki spieniającej żużel,"elektryczny piec łukowy, wielki piec, pył wielkopiecowy, spienianie żużla",173
573,28543,opisProjektuEfekt,"&nbsp;
<div>Uzyskane podczas analiz wyniki po zastosowaniu odpowiedniej obr&oacute;bki statystycznej (m.in. ANOVA, test Duncana, analiza skupień) opublikowane zostaną w renomowanych czasopismach zachodnich wchodzących w skład tzw. listy filadelfijskiej. Przewiduje się r&oacute;wnież udział w międzynarodowych konferencjach poświęconych mikrobiologii żywności (organizowane co dwa lata FoodMicro) oraz mikroorganizmom drożdżowym (coroczne International Specialized Symposium on Yeasts, ISSY).</div>
<div>Otrzymane podczas badań oczyszczone frakcje białek killerowych, objęte zostaną ochroną patentową. Badania kontynuowane będą w warunkach przemysłowych, planuje się r&oacute;wnież izolację drożdży dzikich ze środowiska naturalnego, kt&oacute;re charakteryzować się będą zdolnością do tworzenia danej toksyny killerowej. Tego rodzaju szczepy będą mogły być wykorzystywane na skalę przemysłową do produkcji preparat&oacute;w eliminujących zakażenia drożdżowe i pleśniowe w winiarniach, zakładach przetw&oacute;rstwa owocowo-warzywnego itp.</div>",08/01/25,29,Wykorzystanie toksyn killerowych do zwalczania zakażeń grzybowych w winiarstwie,"drożdże killerowe, wina owocowe, zakażenia grzybowe, dwutlenek siarki",173
