,Unnamed: 0,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD,LEMMATIZED
356,356.0,19751.0,opisProjektuEfekt,wymiernym efektem przedstawionego projektu będzie: 1. przygotowanie rozprawy doktorskiej. 2. publikacja wynikw w renomowanych czasopismach naukowych o zasięgu międzynarodowym.,07/07/12,27.0,Odpowiedź roślin na zmianę warunków hydrologicznych w rejonie Małopolskiego Przełomu Wisły,": aerenchyma, korzenie przybyszowe, natlenianie podłoża przez rośliny, powodzie, stres, tolerancja, zbiornik retencyjny",173.0,wymierny efekt przedstawić projekt być : 1 . przygotowanie rozprawa doktorski . 2 . publikacja wynikw w renomowany czasopismo naukowy o zasiąg międzynarodowy .
357,357.0,19784.0,opisProjektuEfekt,"wymiernym efektem podjętego problemu badawczego będzie przeprowadzenie dwch ostatnich lat badań, ktrych wyniki wykorzystane zostaną w przygotowaniu rozprawy doktorskiej. ponadto opracowane zostaną publikacje naukowe oraz zalecenia dla praktyki rolniczej",07/07/23,27.0,Badania nad możliwościami ograniczenia ujemnych skutków uprawy kukurydzy w monokulturze,"Kukurydza, monokultura, choroby kukurydzy, szkodniki kukurydzy, zdrowotność roślin, enzymy glebowe, odżywienie roślin, plonowanie, jakość plonu, SPAD, pomiary spektralne, właściwości fizyczne gleby",173.0,"wymierny efekt podjąć problem badawczy być przeprowadzić dwch ostatni lato badanie , ktrych wynik wykorzystać zostać w przygotowanie rozprawa doktorski . ponadto opracować zostać publikacja naukowy oraz zalecenie dla praktyka rolniczy"
358,358.0,19805.0,opisProjektuEfekt,uzyskane wyniki będą przedstawione na konferencjach międzynarodowych i krajowych oraz zostaną opublikowane w czasopismach o zasięgu międzynarodowym. część materiału stanowić będzie podstawę dla przygotowywanej rozprawy doktorskiej mgr grazyny lietzau.,07/07/19,27.0,Aktywacja szlaków sygnalizacyjnych związanych z rodziną kinaz MAP i Akt w oligodendrocytach w przebiegu ogniskowego niedokrwienia mózgu szczura,niedokrwienie mózgu; oligodendrocyty; kinazy; czynniki transkrypcyjne; apoptoza; szczur,173.0,uzyskać wynik być przedstawić na konferencja międzynarodowy i krajowy oraz zostać opublikować w czasopismo o zasiąg międzynarodowy . część materiał stanowić być podstawa dla przygotowywać rozprawa doktorski mgr grazyny lietzau .
359,359.0,19808.0,opisProjektuEfekt,rezultatem badań będą publikacje w czasopismach z listy filadelfijskiej oraz doniesienia zjazdowe krajowe i zagraniczne.,07/07/24,27.0,Badanie zależności pomiędzy stężeniem cytokin w surowicy krwi a ilością mezenchymalnych komórek macierzystych w szpiku dzieci z ostrą białaczką limfoblastyczną i poddawanych allogenicznej transplantacji szpiku,"interleukina 2, interleukina 10, TNF alfa, mezenchymalne komórki macierzyste, ostra bialaczka limfoblastyczna, alogeniczna transplantacja hematopoetycznych komórek macierzystych",173.0,rezultat badanie być publikacja w czasopismo z list filadelfijski oraz doniesienie zjazdowy krajowy i zagraniczny .
360,360.0,19868.0,opisProjektuEfekt,"wymiernym efektem projektu będzie praca doktorska mgr inż. przemysława prędkiego wraz z programem komputerowym napisanym w programie matlab, publikacje w literaturze krajowej i międzynarodowej. nowatorski charakter wynikw projektu znajdzie z pewnością zainteresowanie u redaktorw czasopism z listy filadelfijskiej. wyniki badań zostaną rwnież zaprezentowane podczas konferencji krajowych lub zagranicznych w postaci referatw bądź posterw. dzięki wykorzystaniu środkw z tego projektu instytut wzbogaci się o sprzęt komputerowy oraz literaturę naukową.",07/07/30,27.0,Wpływ transportu litoralnego na tempo progradacji delt morskich - modelowania numeryczne,"wyprzedzające modelowanie numeryczne, transport litoralny, progradacja delty",173.0,"wymierny efekt projekt być praca doktorski mgr inż . Przemysław prędki wraz z program komputerowy napisać w program matlab , publikacja w literatura krajowy i międzynarodowy . nowatorski charakter wynikw projekt znajda z pewność zainteresowanie u redaktorw czasopismo z list filadelfijski . wynik badanie zostać rwnież zaprezentować podczas konferencja krajowy lub zagraniczny w postać referatw bądź posterw . dzięki wykorzystanie środkw z to projekt instytut wzbogacić się o sprzęt komputerowy oraz literatura naukowy ."
361,361.0,19880.0,opisProjektuEfekt,wyniki badań będą przedstawione na konferencjach i zjazdach naukowych w formie referatw oraz zostaną opublikowane w czasopismach naukowych z listy filadelfijskiej.,07/07/18,27.0,Molekularna identyfikacja zoonotycznych izolatów Giardia i Cryptosporidium na terenie Wielkopolski,"Giardia, Cryptosporidium, pasożytnicze pierwotniaki jelitowe, zoonoza, epidemiologia, genotypowanie, diagnostyka molekularna, epidemiologia molekularna, PCR, sekwencjonowanie",173.0,wynik badanie być przedstawić na konferencja i zjazd naukowy w forma referatw oraz zostać opublikować w czasopismo naukowy z list filadelfijski .
362,362.0,19886.0,opisProjektuEfekt,"bezpośrednim celem projektu jest opracowanie algorytmu do przewidywania oddziaływań między białkami na podstawie sekwencji ilub struktury oddziałujących molekuł. opracowane narzędzie zostanie upublicznione dla środowiska naukowego poprzez zbudowanie serwisu internetowego, publikacje w periodykach naukowych, a także wystąpienia konferencyjne.
meta-baza meta-ppidb oraz narzędzie do przewidywania oddziaływań między parami białek meta-ppicons przyczynią się do lepszego zrozumienie procesw molekularnych zachodzących w komrce i do dalszego rozwoju metod biologii systemowej. nasze narzędzia zostaną rwnież wykorzystane do analizy znanych z doświadczeń wielkoskalowych sieci oddziaływań między białkami. potwierdzenie znanych z literatury oddziaływań oprogramowaniem meta-ppicons, po czym odkrycie potencjalnych nowych oddziaływań daje nadzieję na przewidzenie dotychczas nie zidentyfikowanych związkw między białkami, a także wskaże duże funkcjonalne kompleksy białkowe związane z poszczeglnymi funkcjami realizowanymi przez komrkę. 
rozwj naszego algorytmu da rwnież istotny wkład w rozwj metod doświadczalnych, przez wykorzystanie informacji strukturalnej oddziałujących molekuł do analizy wynikw eksperymentw masowych, zapewniając lepsze kontrolowanie i usuwanie błędnie połączonych par białek. stanowi to kluczowe zastosowanie opracowanego algorytmu i umożliwi znacznie lepsze projektowanie dalszych doświadczeń.

przewidywane teoretycznie oddziaływania jak rwnież dostępne dane eksperymentalne obarczone są zawsze pewnymi błędami. określone eksperymentalnie funkcjonalne połączenia między białkami można podzielić na oddziaływania typu ""core"", ktre zostały potwierdzone przez więcej niż jedną metodę doświadczalną, oraz całą resztę. umiejętność określenia, ktre oddziaływania (zmierzone lub przewidziane) są bardziej pewne (tj. należą do zbioru ppi-core jest bardzo ważnym zadaniem tego projektu. zamierzamy rwnież zastosować opracowane metody do zbadania oddziaływań białko-białko w krwince czerwonej. analiza relacji między białkami w tej komrce ma dwie podstawowe zalety, ze względu na ograniczoną liczbę typw białek występujących w dojrzałym, bezjądrzastym erytrocycie oraz fakt, że część związkw funkcjonalnych między białkami jest już opisana. pierwsza zaleta to mała liczba typw białek, ktra ogranicza zestaw interakcji do analizy. druga - to możliwość wykorzystania wiedzy o znanych oddziaływaniach do uczenia maszynowego. dopiero taki zestaw danych, połączony z treningiem metod maszynowych, poprawi wiedzę na temat nieznanych funkcji białek i kompleksw białkowych w funkcjonowaniu dojrzałego erytrocytu.",07/07/30,27.0,INTERACTOME: Przewidywanie oddziaływań między białkami na podstawie struktury i sekwencji aminokwasowej,"oddziaływania między białkami, sekwencja aminokwasowa, struktura trójwymiarowa białka, metody uczenia maszynowego, bazy danych biologicznych, bioinformatyka, biologia molekularna, biologia komórkowa",173.0,"bezpośredni cel projekt być opracowanie algorytm do przewidywanie oddziaływanie między białek na podstawa sekwencja ilub struktura oddziaływać molekuła . opracować narzędzie zostać upublicznić dla środowisko naukowy poprzez zbudować serwis internetowy , publikacja w periodyk naukowy , a także wystąpienie konferencyjny . meta - baza meta - ppidb oraz narzędzie do przewidywanie oddziaływanie między par białek meta - ppicons przyczynić się do lepsze zrozumienie procesw molekularny zachodzić w komrce i do daleki rozwój metoda biologia systemowy . nasze narzędzie zostać rwnież wykorzystać do analiza znana z doświadczenie wielkoskalowy sieć oddziaływanie między białek . potwierdzenie znana z literatura oddziaływanie oprogramowanie meta - ppicons , po czym odkrycie potencjalny nowa oddziaływanie dawać nadzieja na przewidzenie dotychczas nie zidentyfikować związkw między białek , a także wskazać duha funkcjonalny kompleks białkowy związać z poszczeglnymi funkcja realizować przez komrkę . rozwj nasze algorytm dać rwnież istotny wkład w rozwj metoda doświadczalny , przez wykorzystanie informacja strukturalny oddziaływać molekuła do analiza wynikw eksperymentw masowy , zapewniać lepsza kontrolować i usuwać błędnie połączyć par białek . stan to kluczowy zastosowanie opracować algorytm i umożliwić znacznie lepsza projektować daleki doświadczenie . przewidywać teoretycznie oddziaływanie jak rwnież dostępny dana eksperymentalny obarczyć być zawsze pewne błąd . określony eksperymentalnie funkcjonalny połączenie między białek można podzielić na oddziaływanie typ &quot; core &quot; , ktre zostać potwierdzić przez dużo niż jeden metoda doświadczalny , oraz cały reszta . umiejętność określenie , ktre oddziaływanie ( zmierzyć lub przewidzieć ) być bardziej pewne ( to_jest . należeć do zbiór ppi - core być bardzo ważny zadanie to projekt . zamierzać rwnież zastosować opracować metoda do zbadanie oddziaływanie białka - białka w krwinka czerwona . analiza relacja między białek w ten komrce mój dwa podstawowy zaleta , z wzgląd na ograniczony liczba typw białek występować w dojrzały , bezjądrzasty erytrocyt oraz fakt , że część związkw funkcjonalny między białek być już opisać . pierwsza zaleta to mała liczba typw białek , ktra ograniczać zestaw interakcja do analiza . druga - to możliwość wykorzystanie wiedza o znana oddziaływanie do uczenie maszynowy . dopiero taki zestaw dana , połączyć z trening metoda maszynowy , poprawić wiedza na temat nieznana funkcja białek i kompleksw białkowy w funkcjonowanie dojrzały erytrocyt ."
363,363.0,19912.0,opisProjektuEfekt,wyniki zostaną przedstawione w formie pracy doktorskiej. planowane są doniesienia zjazdowe na zjazdach krajowych i zagranicznych oraz pełne publikacje po zakończeniu projektu.,07/07/24,27.0,Ocena roli zakażenia wirusem brodawczaka ludzkiego w poronieniach samoistnych,"poronienie, wirus brodawczaka ludzkiego, ciąża",183.0,wynik zostać przedstawić w forma praca doktorski . planować być doniesienie zjazdowy na zjazd krajowy i zagraniczny oraz pełny publikacja po zakończenie projekt .
364,364.0,19965.0,opisProjektuEfekt,"w oparciu o uzyskane wyniki sporządzona zostanie część rozprawy habilitacyjnej, wyniki te zostaną rwnież upowszechnione w postaci oryginalnych publikacji i referatw na konferencjach krajowych i zagranicznych.",07/07/24,27.0,"Badania nad zróżnicowaniem genetycznym populacji sandacza, Sander lucioperca (L.), w wodach estuarium Odry","sandacz, Sander lucioperca, Odra, populacja,bioróżnorodność",173.0,"w oparcie o uzyskać wynik sporządzić zostać część rozprawa habilitacyjny , wynik te zostać rwnież upowszechnić w postać oryginalny publikacja i referatw na konferencja krajowy i zagraniczny ."
365,365.0,20000.0,opisProjektuEfekt,"wyniki badań zostaną opublikowane w międzynarodowych i krajowych czasopismach naukowych (np. journal of wildlife management, forest ecology and management, canadian journal of zoology, wildlife biology, journal of applied ecology) i krajowych czasopismach popularno-naukowych, leśnych i łowieckich. sporządzony zostanie także raport z wynikw badań dla potrzeb gospodarki łowieckiej; raport będzie rozpowszechniony w tych rdlp i nadleśnictwach, gdzie populacje jeleni wspłwystępują z dużymi drapieżnikami. wyniki będą także prezentowane na krajowych i międzynarodowych konferencjach z zakresu ekologii zwierząt, biologii łowieckiej i ochrony przyrody. część materiałw pozyskanych w ramach projektu będzie podstawą do przygotowania rozprawy doktorskiej mgr tomasza borowika.",07/07/31,27.0,Wpływ produktywności środowiska na płodność samic jelenia Cervus elaphus oraz zdolność kompensacji strat powodowanych przez drapieżnictwo i pozyskanie łowieckie,"jeleń szlachetny, północno-wschodnia Polska, produktywność środowiska, rozrodczość populacji, zagęszczenie",183.0,"wynik badanie zostać opublikować w międzynarodowy i krajowy czasopismo naukowy ( na_przykład . journal of wildlife management , forest ecology Anda management , canadian journal of zoology , wildlife biology , journal of applied ecology ) i krajowy czasopismo popularno - naukowy , leśna i łowiecki . sporządzić zostać także raport z wynikw badanie dla potrzeb gospodarka łowiecki ; raport być rozpowszechniony w ten rdlp i nadleśnictwo , gdzie populacja jeleń wspłwystępują z duży drapieżnik . wynik być także prezentować na krajowy i międzynarodowy konferencja z zakres ekologia zwierzę , biologia łowiecki i ochrona przyroda . część materiałw pozyskać w rama projekt być podstawa do przygotowanie rozprawa doktorski mgr Tomasz borowik ."
366,366.0,20028.0,opisProjektuEfekt,"efektem końcowym planowanych badań będzie:


    dokończenie doświadczeń wchodzących w skład pracy doktorskiej mgr wojciecha brutkowskiego
    opublikowanie uzyskanych wynikw w czasopiśmie o międzynarodowym zasiegu


ponadto, uzyskane wyniki cząstkowe będą prezentowane na konferencjach naukowych w czasie trwania realizacji projektu.",07/07/31,27.0,Udział receptorów nukleotydowych w zaburzeniach homeostazy wapniowej i obniżonej przeżywalności mioblastów w mysim modelu dystrofii Duchenna (myszy mdx),"dystrofia, receptory nukleotydowe, apoptoza, nekroza, mioblasty",183.0,"efekt końcowy planować badanie być : dokończenie doświadczenie wchodząca w skład praca doktorski mgr Wojciech brutkowskiego opublikować uzyskać wynikw w czasopismo o międzynarodowy zasiegu ponadto , uzyskać wynik cząstkowy być prezentować na konferencja naukowy w czas trwanie realizacja projekt ."
367,367.0,20123.0,opisProjektuEfekt,rozprawa doktorska,07/07/26,27.0,Kwaśne glikozydazy jajowodu kury bażanta (Phasianus colchicus),"bażant, jajowód, enzymy",183.0,rozprawa doktorski
368,368.0,20136.0,opisProjektuEfekt,"wyniki przeprowadzonych badań powinny dać odpowiedź na pytania:
 - jaki jest poziom ekspresji białek cchcr1i igf1 w prawidłowych komrkach nabłonka szyjki macicy, hpv negatywnych i hpv pozytywnych, komrkach z neoplazją śrdpłaskonabłonkową oraz nowotworowych 
 - czy występuje korelacja pomiędzy poziomem ich ekspresji, a zmianami neoplastycznymi w szyjce macicy. 
 dane te pozwolą rwnież na lepsze poznanie roli badanych białek komrkowych w procesie kancerogenezy komrek nabłonkowych hpv-pozytywnych i hpv-negatywnych i być może posłużą do opracowania nowych markerw molekularnych przydatnych dla diagnostyki i terapii raka szyjki macicy.
 wyniki uzyskane podczas realizacji projektu będą prezentowane w publikacjach oraz w doniesieniach naukowych na konferencjach krajowych i zagranicznych.",07/07/20,27.0,Analiza ekspresji białek komórkowych: CCHCR1i IGF1 w komórkach nabłonka prawidłowego i nowotworowego szyjki macicy,"CCHCR1, IGF1, rak szyjki macicy, wirus brodawczaka ludzkiego (HPV)",173.0,"wynik przeprowadzić badanie powinny dać odpowiedź na pytanie : - jak być poziom ekspresja białek cchcr1i igf1 w prawidłowy komrkach nabłonek szyjka macica , hpv negatywny i hpv pozytywny , komrkach z neoplazją śrdpłaskonabłonkową oraz nowotworowy - czy występować korelacja pomiędzy poziom on ekspresja , a zmiana neoplastyczny w szyjka macica . dana te pozwolić rwnież na lepsza poznanie rola badany białek komrkowych w proces kancerogeneza komrek nabłonkowy hpv - pozytywny i hpv - negatywny i być może posłużyć do opracowanie nowa markerw molekularny przydatny dla diagnostyka i terapia rak szyjka macica . wynik uzyskać podczas realizacja projekt być prezentować w publikacja oraz w doniesienie naukowy na konferencja krajowy i zagraniczny ."
369,369.0,20192.0,opisProjektuEfekt,"dane będą przedstawione na konferencjach krajowych (zjazdy polskiego towarzystwa anatomicznego i polskiego towarzystwa nadań układu nerwowego) i międzynarodowych (zjazd federation of european neuroscience societes lub american epilepsy society) oraz opublikowane w czasopismach o zasięgu międzynarodowym. 
część wynikw dotycząca analizy zachowania się zwierząt będzie przedmiotem rozprawy doktorskiej lek. med. wojciecha łukasiewicz-moskala.",07/07/19,27.0,Ocena neuroprotekcyjnego wpływu kwasu walproinowego oraz minocykliny na rozwój padaczki w przebiegu krwawienia śródmózgowego u szczura,"padaczka eksperymentalna, krwiak śródmózgowy; kwas walproinowy; minocyklina; neuroprotekcja; szczur",173.0,dana być przedstawić na konferencja krajowy ( zjazd polski towarzystwo anatomiczny i polski towarzystwo nadanie układ nerwowy ) i międzynarodowy ( zjazd federation of european neuroscience societes lub american epilepsy society ) oraz opublikować w czasopismo o zasiąg międzynarodowy . część wynikw dotyczyć analiza zachowanie się zwierzę być przedmiot rozprawa doktorski lek . med . Wojciech Łukasiewicz - moskal .
370,370.0,20203.0,opisProjektuEfekt," rozprawa doktorska ""planowanie i analiza doświadczeń z pojedynczą kontrolą w układzie blokowym z zagnieżdżonymi wierszami i kolumnami"" 
 prezentacja wynikw badań na konferencjach: środowiskowe seminarium ze statystyki matematycznej, sesja naukowa towarzystwa biometrycznego, sesja naukowa instytutu ochrony roślin w poznaniu; konferencja statystyka matematyczna w wiśle
 prezentacja wynikw na konferencji w dublinie",07/07/23,27.0,Planowanie i analiza doświadczeń czynnikowych z pojedynczą kontrolą z zakresu ochrony roślin w układzie blokowym z zagnieżdżonymi wierszami i kolumnami,"doświadczenia czynnikowe z pojedynczą kontrolą, układ blokowy z zagnieżdżonymi wierszami i kolumnami, ochrona roślin",173.0,"rozprawa doktorski &quot; planowanie i analiza doświadczenie z pojedynczy kontrola w układ blokowy z zagnieździć wiersz i kolumna &quot; prezentacja wynikw badanie na konferencja : środowiskowy seminarium z statystyka matematyczny , sesja naukowy towarzystwo biometryczny , sesja naukowy instytut ochrona roślina w poznanie ; konferencja statystyk matematyczny w Wisła prezentacja wynikw na konferencja w Dublin"
371,371.0,20227.0,opisProjektuEfekt,wyniki badań będą upowszechniane w postaci publikacji w czasopismach naukowych i doniesień na zjazdach naukowych polskich i międzynarodowych. w oparciu o rezultaty badań powstanie rozprawa doktorska.,07/07/19,27.0,Wpływ sertraliny i reboksetyny na proces niedokrwienia i reperfuzji izolowanego mięśnia sercowego szczura,"reboksetyna, sertralina, reperfuzja mięśnia sercowego",183.0,wynik badanie być upowszechniać w postać publikacja w czasopismo naukowy i doniesienie na zjazd naukowy polski i międzynarodowy . w oparcie o rezultat badanie powstanie rozprawa doktorski .
372,372.0,20304.0,opisProjektuEfekt,"wyniki uzyskane w ramach przedłożonego projektu posłużą do analiz porwnawczych i choć trudno oczekiwać ich przełożenia na badania nad opźnieniem procesw starzenia u człowieka, to będą one wkładem do toczących się debat nad fizjologicznymi uwarunkowaniami długo- i krtkowieczności u zwierząt bezkręgowych. wyniki tych analiz będą zaprezentowane w ramach regularnie odbywających się spotkań biogerontologicznych a także namiędzynarodowych kongresachczy konferencjach entomologicznych. trwałą formą prezentacji wynikw będą publikacje w indeksowanych czasopismach biologicznych.",07/07/27,27.0,Czas trwania ontogenezy a zmiany funkcjonalne jelita środkowego - analiza dwóch linii rozwojowych świerszcza domowego (Acheta domesticus),"Acheta domesticus, ontogeneza, procesy starzenia, enzymy trawienne, stres oksydacyjny, enzymy detoksykacyjne, HSP70, apoptoza",173.0,"wynik uzyskać w rama przedłożyć projekt posłużyć do analiza porwnawczych i choć trudno oczekiwać on przełożenie na badanie nad opźnieniem procesw starzenie u człowiek , to być on wkład do toczyć się debata nad fizjologiczny uwarunkowanie długo - i krtkowieczności u zwierzę bezkręgowy . wynik ten analiza być zaprezentować w rama regularnie odbywać się spotkanie biogerontologiczny a także namiędzynarodowych kongresachczy konferencja entomologiczny . trwała forma prezentacja wynikw być publikacja w indeksować czasopismo biologiczny ."
373,373.0,20314.0,opisProjektuEfekt,"wyniki badań będą stanowiły treść rozprawy doktorskiej oraz zostaną wykorzystane do opracowania referatw na konferencje naukowe. zakłada się, że na podstawie właściwości fizyczno-chemicznych kompostw, roślin testowych, gleby i podłoża ze żwirowiska będzie można ustalić optymalny zestaw komponentw (odpadw organicznych) w kompostach, jak i ocenić wartość nawozową kompostw, limitującą ich przyrodnicze wykorzystanie, w tym rolnicze (do nawożenia gleb i roślin), jak i do rekultywacji terenw zdegradowanych i zdewastowanych. po kompleksowym opracowaniu wynikw badań planuje się przygotowanie instrukcji wdrożeniowej dla służb obsługi rolnictwa i ochrony środowiska.",07/07/18,27.0,Ocena wpływu kompostów z odpadów organicznych na kształtowanie żyzności i urodzajności gleby lekkiej i podłoża ze żwirowiska,"komposty z odpadów organicznych, gleba, podłoże ze żwirowiska, plon roślin, makroskładniki, pierwiastki śladowe, żyzność gleby",173.0,"wynik badanie być stanowić treść rozprawa doktorski oraz zostać wykorzystać do opracowanie referatw na konferencja naukowy . zakładać się , że na podstawa właściwość fizyczno - chemiczny kompostw , roślina testowy , gleba i podłoża z żwirowisko być można ustalić optymalny zestaw komponentw ( odPadwa organiczny ) w kompost , jak i ocenić wartość nawozowy kompostw , limitować on przyrodniczy wykorzystanie , w tym rolniczy ( do nawożenie gleba i roślina ) , jak i do rekultywacja terenw zdegradować i zdewastować . po kompleksowy opracowanie wynikw badanie planować się przygotowanie instrukcja wdrożeniowy dla służba obsługa rolnictwo i ochrona środowisko ."
374,374.0,20376.0,opisProjektuEfekt,"efektem projektu będzie praca doktorska o oryginalnej i niezmiernie aktualnej tematyce ze względu na wykorzystanie nanotechnologii w procesie wytwarzania włkien pan. 
uzyskane wyniki w dziedzinie otrzymywania prekursorowych włkien pan do zastosowań medycznych, stanowić będą istotny wkład w dziedzinie otrzymywania włkien z nanokompozytw polimerowych. ponadto włkna węglowe otrzymane w wyniku karbonizacji otrymanych w ramach projektu włkien prekursorowych stanowić będą w przyszłości istotny wkład w dziedzinie inżynierii biomateriałowej, jako wyspecjalizowane pod kątem przyszłego zastosowania bioaktywne włkna węglowe.
wyniki prac uzyskanych w dziedzinie otrzymywania prekursorowych włkien pan zawierających nanorurki węglowe wniosą istotny wkład w dziedzinie otrzymywania włkien z udziałem nanorurek węglowych, polegający na opracowaniu warunkw formowania tychże włkien metodą z roztworu na mokro. ponadto wyniki uzyskane w ramach badań objętych tym projektem będą w istotny sposb poszerzać istniejący stan wiedzy w dziedzinie włkien nanokompozytowych z udziałem nanorurek węglowych.

wyniki badań realizowanych w ramach projektu będą publikowane w czasopismach naukowych i prezentowane na konferencjach, a warunki wytwarzania włkien staną się przedmiotem zgłoszeń patentowych.",07/07/30,27.0,Włókna prekursorowe z nanokompozytu PAN do zastosowań medycznych i technicznych,"włókna prekursorowe, nanorurki, nanosrebro, włókna z nanokompozytów polimerowych",173.0,"efekt projekt być praca doktorski o oryginalny i niezmiernie aktualny tematyka z wzgląd na wykorzystanie nanotechnologia w proces wytwarzanie włkien pan . uzyskać wynik w dziedzina otrzymywać prekursorowych włkien pan do zastosowanie medyczny , stanowić być istotny wkład w dziedzina otrzymywać włkien z nanokompozytw polimerowy . ponadto włkna węglowy otrzymać w wynik karbonizacja otrymanych w rama projekt włkien prekursorowych stanowić być w przyszłość istotny wkład w dziedzina inżynieria biomateriałowy , jako wyspecjalizować pod kąt przyszły zastosowanie bioaktywny włkna węglowy . wynik praca uzyskać w dziedzina otrzymywać prekursorowych włkien pan zawierać nanorurka węglowy wnieść istotny wkład w dziedzina otrzymywać włkien z udział nanorurka węglowy , polegać na opracowanie warunkw formować tenże włkien metoda z roztwór na mokro . ponadto wynik uzyskać w rama badanie objąć tym projekt być w istotny sposb poszerzać istnieć stan wiedza w dziedzina włkien nanokompozytowy z udział nanorurka węglowy . wynik badanie realizować w rama projekt być publikować w czasopismo naukowy i prezentować na konferencja , a warunek wytwarzanie włkien stanąć się przedmiot zgłoszenie patentowy ."
376,376.0,20511.0,opisProjektuEfekt,"uzyskane wyniki wykorzystane zostaną do napisania rozprawy habilitacyjnej oraz będą przedmiotem publikacji w specjalistycznych czasopismach naukowych w polsce i za granicą oraz zostaną wygłoszone referaty na konferencjach w kraju i za granicą. ponadto możliwe będzie wykorzystanie najkorzystniejszych dawek wapna w warunkach produkcyjnych. spodziewane korzyści - ograniczenie emisji amoniaku do środowiska naturalnego, poprawa warunkw hodowlanych oraz zdrowotności kurcząt brojlerw, a w związku z tym zwiększenie produkcyjności i poprawy jakości uzyskiwanego produktu.",07/07/20,27.0,"Możliwości wykorzystania różnych form i dawek wapna do ograniczania emisji amoniaku ze ściółki, dezynfekcji ściółki oraz poprawy wartości nawozowej ściółki drobiowej","tlenek wapna, wapno dolomitowe, amoniak, kurczęta brojlery, wartość nawozowa ściółki",173.0,"uzyskać wynik wykorzystać zostać do napisać rozprawa habilitacyjny oraz być przedmiot publikacja w specjalistyczny czasopismo naukowy w Polska i za granica oraz zostać wygłosić referat na konferencja w kraj i za granica . ponadto możliwy być wykorzystanie korzystny dawka wapno w warunek produkcyjny . spodziewany korzyść - ograniczenie emisja amoniak do środowisko naturalny , poprawa warunkw hodowlany oraz zdrowotność kurczę brojlerw , a w związek z tym zwiększenie produkcyjność i poprawa jakość uzyskiwać produkt ."
377,377.0,20521.0,opisProjektuEfekt,"planuje się uzyskane wyniki upowszechnić w 3 pracach oryginalnych o zasięgu międzynarodowym, a także w formie doniesień na zjazdach naukowych. część uzyskanych wynikw wejdzie w skałąd rozprawy doktorskie, ponadto ramach projektu planuje się wykonanie 2 prac magisterskich.",07/07/31,27.0,Genetyczne uwarunkowania występowania zespołu Peutz Jegersa w Polsce,"zespół Peutz Jeghersa, LKB1, STK11, polipy hamartomatyczne",173.0,"planować się uzyskać wynik upowszechnić w 3 praca oryginalny o zasiąg międzynarodowy , a także w forma doniesienie na zjazd naukowy . część uzyskać wynikw wejść w skałąd rozprawa doktorski , ponadto rama projekt planować się wykonanie 2 praca magisterski ."
378,378.0,20538.0,opisProjektuEfekt,"przedstawiony do oceny grant promotorski posłuży sfinalizowaniu badań nad problematyką wpływu gleb organicznych torfowiska na ograniczenie zanieczyszczeń obszarowych.efektem projektu ma być rozprawa doktorska głwnego wykonawcy.planuje się rwnież przygotowanie publikacji w czasopiśmie naukowym.planowana jest prezentacja wynikw na konferencji naukowej:- 13th international peat congress, tullamore irlandia 2008,- european geosciences union, general assembly, wiedeń austria 2008.",07/07/31,27.0,Wpływ torfowiska jako bariery biogeochemicznej na ograniczenie zanieczyszczeń obszarowych,"torfowisko, bariery biogeochemiczne, azot amonowy, azot azotanowy, węgiel organiczny.",173.0,"przedstawić do ocena grant promotorski posłużyć sfinalizować badanie nad problematyka wpływ gleba organiczny torfowisko na ograniczenie zanieczyszczenie obszarowy . efekt projekt mój być rozprawa doktorski głwnego wykonawca . planować się rwnież przygotowanie publikacja w czasopismo naukowy . planować być prezentacja wynikw na konferencja naukowy : - 13th international peat congress , tullamore Irlandia 2008 , - european geosciences union , general assembly , Wiedeń Austria 2008 ."
379,379.0,20550.0,opisProjektuEfekt,"uzyskane wyniki badań będziemy zamierzali opublikować w czasopismach o międzynarodowym zasięgu i krajowych oraz prezentować na zjazdach mikrobiologicznych i probiotycznych krajowych i zagranicznych. wyniki tych badań powinny także posłużyć w przyszłości do właściwego selekcjonowania szczepw probiotyczych pochodzenia ludzkiego, ktre mogłyby być zastosowane do modyfikowania przebiegu ibd u ludzi. z tego względu proponowane badania nie mogą być oparte na organizmach modyfikowanych genetycznie.",07/07/26,27.0,Charakterystyka genów kodujących enzymy antyoksydacyjne u bakterii z rodzaju Lactobacillus oraz badanie ich wpływu na przebieg zapalenia jelita w modelu mysim,"Lactobacillus, reaktywne formy tlenu (ROS), katalaza",173.0,"uzyskać wynik badanie być zamierzać opublikować w czasopismo o międzynarodowy zasiąg i krajowy oraz prezentować na zjazd mikrobiologiczny i probiotyczny krajowy i zagraniczny . wynik ten badanie powinny także posłużyć w przyszłość do właściwy selekcjonować szczepw probiotyczych pochodzenie ludzki , ktre móc by być zastosowany do modyfikować przebieg ibd u człowiek . z to wzgląd proponować badanie nie móc być oprzeć na organizm modyfikować genetycznie ."
